Element,Overall,,,,,,,,RCF,,,,,,,,,,,,,HDO,,,,,EHF,,,,,Cellulosic ethanol,EHF,,OP,,MP,,TEA
Feature,Operating days [days],Poplar feedstock price [USD/DMT],Labor cost [USD/yr],Electricity cost [USD/kWh],RN co-product credit [USD/kg],RD co-product credit [USD/kg],Hydrogen price [USD/kg],Hydrogen storage period [days],Solvolysis reactor pressure [Pa],Solvolysis reaction time [hr],Solvolysis residence time [hr],Solvolysis cleaning time [hr],Methanol cost [USD/kg],RCF solvent losses [-],RCF catalyst price [USD/kg],RCF catalyst lifetime [months],RCF catalyst loading [kg/kg-biomass],Cellulose retention [%],Xylose retention [%],Delignfication [%],Condensation extent [%],HDO reaction time [hr],HDO solvent loading [m3/kg monomer],HDO catalyst loading [kg/kg monomer],HDO catalyst lifetime [months],Dodecane cost [USD/kg],Glucose to ethanol conv. [-],Glucan to glucose conv. [-],Saccharification residence time [hr],Cofermentation residence time [hr],Xylose to ethanol conv. [-],Xylan to xylose conversion [-],Cellulase enzyme loading [wt%],Cellulase price [USD/kg],Et oac solvent to crude ratio [L/kg],Ethyl acetate price [USD/kg],Hexane solvent to pure oil ratio [kg/kg],Hexane price [USD/kg],Minimum jet selling price [USD/gal]
4285,351.2158468,74.26348605,20804313.41,0.14056231,0.521778152,0.833378732,6.002470458,0.407325766,7930749.599,1.074578797,0.437900601,1.37333458,0.385345106,0.029516351,25.09174795,20.23530967,0.073278591,0.935957897,0.33987601,0.52569345,0.571051915,4.398588583,0.031933619,0.498409478,4.069890777,0.188637255,0.882910993,0.858365803,70.60741915,30.01020088,0.884755323,0.814201653,0.015852007,0.214544244,7.827480755,0.736273252,4.500089796,1.081312871,18.96793334
4286,320.1604929,64.30020749,26479822.83,0.090876922,0.507862616,1.19790289,10.83258364,1.27405905,8132841.905,1.691377117,0.236090863,1.946588144,0.356292229,0.087643528,48.99164725,9.863767551,0.109192007,0.970784439,0.844606304,0.801622106,0.483439754,4.902120907,0.028977719,0.871222307,1.299087808,0.370288722,0.820455611,0.835014415,59.07365605,29.07794375,0.811596831,0.887144279,0.012052031,0.54119668,8.530253347,1.043108626,4.648388721,1.439260636,30.11333891
4287,337.801539,85.43599168,13953730.62,0.089910613,0.581161384,1.051287342,11.16251304,1.338284492,8016344.702,1.000860513,0.445290983,2.521645675,0.267535473,0.066485785,46.75157833,9.084859595,0.080898341,0.917483366,0.863834718,0.605661636,0.603496681,2.124619432,0.044835296,0.731882705,6.019922463,0.836812762,0.938092115,0.835706727,54.5533513,40.20686275,0.833066303,0.898788562,0.012328845,0.449802151,10.49383327,0.951219688,1.305242133,1.757018843,21.82633114
4288,355.6933787,87.68071887,18421053.69,0.146943591,0.699974657,1.347962524,9.32489103,2.874947847,7663906.933,1.329471663,0.438216425,3.322967847,0.351659473,0.076575734,54.84674883,12.88870293,0.087386648,0.955343834,0.944188892,0.703603432,0.500677826,6.390702387,0.032600471,0.685504139,3.571934336,0.53793137,0.925805677,0.821617273,56.99895735,29.82497298,0.887015384,0.873590307,0.0428571,0.400281157,9.440926553,0.540779085,4.277005663,0.835070674,23.87790409
4289,351.7489106,58.82652167,11228297.9,0.122330468,0.634769041,1.215081392,3.92805828,1.228585596,7939677.089,2.762574443,0.528051288,3.616294778,0.290525787,0.067207118,53.82091896,18.33658222,0.098464788,0.814683795,0.889286252,0.599021128,0.289510637,4.732227324,0.061782557,0.620217532,5.708280978,0.770665515,0.833147799,0.818567348,68.78718232,42.30287781,0.899867101,0.890319779,0.038501642,0.236089934,8.035563096,0.626169768,1.213276538,1.147344268,23.20713246
4290,325.4349858,53.04041661,26468955.08,0.166906199,0.625664543,1.247748674,6.928008715,2.172364197,6721110.227,3.153051121,0.284912537,3.160423515,0.295245501,0.077740315,56.02812514,22.66590261,0.144186195,0.922548762,0.316754302,0.600322666,0.436315737,5.187751838,0.043166604,0.58729621,1.561360269,0.633914718,0.899009804,0.878536627,51.26158835,37.320392,0.859508095,0.818954284,0.03016479,0.562435614,10.51018538,0.650018349,4.475094282,0.786611955,35.00910572
4291,320.0715641,99.37148815,13858763.54,0.097335103,0.541673687,0.677485693,8.936988285,2.667475397,6898866.562,2.662558153,0.276964856,0.728590197,0.311627929,0.050547928,50.25858351,8.956769825,0.092384847,0.901451453,0.998065649,0.819029477,0.424898597,6.043935001,0.054187027,0.66889441,5.62996093,0.284750955,0.920730268,0.856224062,58.21390251,36.02389278,0.844041229,0.834473156,0.045210081,0.495922845,7.597366006,0.517528798,1.091431137,1.390468415,29.78771607
4292,346.4939319,52.03258617,19839518.27,0.087271153,0.564392758,1.207076167,3.944288324,1.779829275,7951872.703,1.392204492,0.319860369,0.862490337,0.331621731,0.011692721,20.9416875,10.96301914,0.067503582,0.862337565,0.737873954,0.401027858,0.515901895,2.141513118,0.039121177,0.640266619,4.36076602,0.577154155,0.903269761,0.874477215,60.65366024,35.88434533,0.808522744,0.834099158,0.031047333,0.351714309,10.90139746,0.513251261,4.132248835,1.218156982,21.49176026
4293,324.371882,74.51262707,12629612.5,0.130591117,0.545685425,1.218110125,6.435979989,2.132799001,7240109.176,2.89234072,0.303185677,3.196000265,0.318186874,0.008424976,49.29073379,14.83466955,0.07802166,0.843908641,0.680150745,0.562596133,0.656311142,6.148484396,0.029785918,1.127506116,10.7146543,0.320810978,0.923402698,0.820524847,59.73352229,31.02597256,0.829477203,0.838844101,0.025662517,0.46466997,7.686984174,0.540250798,4.136436738,1.193673429,30.1437545
4294,340.7774522,66.19208511,22849456.68,0.084143281,0.691367855,1.319711953,11.1708759,1.096667299,7970677.389,2.597300136,0.264158029,3.489282734,0.367485256,0.059719273,28.80870877,9.978939067,0.068845087,0.997745118,0.323838173,0.863014979,0.245591481,4.025963715,0.047638848,0.781462829,2.785969683,0.447479273,0.919388104,0.895777014,50.24945335,33.92943573,0.814449118,0.88739059,0.030829473,0.199959698,8.94139833,0.67442129,2.42406582,0.648153353,29.15788772
4295,336.1531172,77.7493704,23515563.49,0.1271422,0.574865944,1.143704998,9.961402195,0.329919863,7113527.987,2.535914688,0.39954145,2.313958765,0.313267824,0.077616801,31.51180274,22.29644532,0.145254559,0.95914628,0.529879305,0.810091027,0.255023454,7.673322596,0.046484787,0.633019544,6.560848968,0.381946697,0.949189877,0.843591446,52.29761016,30.42480131,0.834843467,0.809342786,0.039536249,0.560445028,9.547411917,0.550715094,3.910773035,1.707297678,28.2855459
4296,342.2122033,51.72814781,17590256.16,0.086923805,0.692783734,1.276144906,9.688730767,0.700599023,6401932.419,3.871552781,0.342331993,3.858032199,0.318837734,0.066509841,52.81758366,6.92081109,0.064590842,0.975455289,0.676755178,0.530087331,0.602501819,2.627075959,0.047942299,1.03223102,10.14831258,0.722071557,0.848329663,0.890276764,64.19078083,31.63957795,0.89765499,0.867729524,0.026738858,0.569223563,10.04366728,0.826496022,1.927347689,1.081632858,31.46942681
4297,321.1420992,67.77635559,16460032.14,0.149441072,0.634844496,1.454504482,4.727843652,2.756168513,7509379.773,3.691369367,0.297704789,3.665335776,0.363441194,0.046721406,52.40789847,16.66008821,0.075149472,0.938310442,0.964992424,0.508848424,0.5119028,4.922832284,0.025428251,0.888093346,1.824074204,0.856840487,0.858026437,0.869228599,55.03639158,42.57461405,0.889878543,0.828564139,0.03997347,0.310256002,8.820696621,0.553784658,1.917552658,0.869618945,30.00577643
4298,313.3788904,78.70877955,18646164.54,0.1143194,0.627485328,1.115562394,6.656801066,2.345350685,6870929.718,3.472394441,0.527994859,2.239732387,0.302079024,0.059399609,31.49119057,16.88381965,0.122736386,0.940829793,0.757390603,0.663011653,0.223576453,5.458576718,0.010264852,0.962525011,2.69119563,0.534470356,0.892150998,0.886340519,49.59353919,34.31657168,0.896036872,0.849334095,0.025917028,0.475216974,9.406143657,1.127017146,2.123063219,1.351927914,23.03847736
4299,361.6438682,79.68526968,18753367.06,0.158713268,0.679703413,0.765530603,3.543741678,0.447778082,6950988.484,1.114031401,0.197781535,3.984685849,0.351827932,0.03878948,55.05450346,20.66147053,0.130859499,0.895308239,0.969731666,0.840171012,0.57773627,3.242125975,0.014242019,1.164424833,11.20258585,0.159600007,0.804226065,0.806757289,57.24709214,42.76055062,0.809932719,0.812658197,0.039568836,0.257014782,7.341565509,1.018288429,3.394042793,0.825905502,30.32071801
4300,330.4710065,68.89636479,11739886.05,0.140429879,0.62062678,0.971379479,9.886093323,1.939362288,6886269.999,2.81467487,0.220189148,0.544560457,0.337640585,0.012070266,50.23034941,9.823006439,0.058032989,0.994412043,0.554376971,0.845319294,0.330363249,6.791707817,0.031773963,0.474575356,10.88564378,0.766474439,0.918356909,0.813536721,52.19514169,29.26812861,0.813299754,0.893056285,0.032922411,0.425150138,10.34790793,0.815441957,4.522312557,0.875244876,31.59423825
4301,322.6005638,56.96172111,11317902.93,0.102306994,0.584710442,1.34424697,9.859673098,2.443297428,7753760.226,2.612022694,0.216761975,0.803893343,0.293200922,0.056676151,50.44828964,17.33897282,0.122423295,0.980180801,0.515868759,0.69641206,0.507295236,3.96155866,0.035899773,0.872511272,11.82668462,0.227581413,0.895523477,0.807494755,66.30608004,35.24995087,0.89405229,0.867355479,0.036745551,0.218746378,8.99664328,1.130001082,3.932473268,0.75443858,31.50215233
4302,308.693375,84.47021738,13774892.51,0.084129955,0.565783129,0.780492098,3.403793431,0.831511123,7361136.756,2.129366082,0.28780427,2.944960884,0.312079179,0.011710402,42.91024319,21.4318918,0.143742,0.961752256,0.714344493,0.558087145,0.39373021,7.935546577,0.035240238,0.416037203,8.230506837,0.850318177,0.918049437,0.89751527,57.2229541,40.67596851,0.82406628,0.852921788,0.011412637,0.465850187,10.4782496,0.58191067,3.002491225,1.585767851,23.04190001
4303,349.8228866,60.94404845,22396022,0.090101793,0.755399528,1.066699615,5.448644201,0.36349596,6764668.189,2.202822222,0.483407104,0.856124948,0.305466544,0.015848578,45.04349897,7.855932085,0.14564362,0.999333759,0.257315424,0.642568251,0.200519219,5.946733826,0.060145336,0.768560325,9.606307661,0.619719734,0.862548565,0.832325228,70.8761257,33.09992571,0.87866198,0.861250108,0.044636637,0.224608163,7.862302757,1.025411744,1.729227879,0.91215018,23.75459398
4304,310.2287453,57.21898032,20291866.86,0.118918311,0.726369992,1.209385324,7.98641163,2.93123545,6673474.595,1.081873632,0.472848852,1.345121051,0.316388634,0.064254676,41.44582631,8.662667006,0.122991565,0.97793294,0.459313227,0.489912312,0.603712443,3.137208775,0.037648125,0.920975721,10.47247455,0.362475444,0.826437299,0.831730514,68.67072204,32.59786149,0.846910629,0.888435888,0.0358279,0.487554518,10.57108471,1.156341253,4.167066107,0.959851169,27.54669452
4305,312.3293579,80.38781006,10977228.95,0.08482246,0.641150433,1.162412163,9.356625224,2.62248731,7824252.745,2.782140249,0.317303451,3.180044969,0.312843504,0.01889817,29.57078447,23.14346104,0.124327855,0.909638689,0.454918802,0.781938871,0.263603991,6.843041638,0.021497538,0.671426552,5.775408971,0.28548205,0.891783895,0.823537743,69.36206506,40.9119263,0.857151397,0.833125123,0.019527049,0.226564472,8.24726942,0.541817854,1.11836374,1.744078944,24.95049576
4306,334.2888102,97.56759371,15918122.04,0.10445077,0.687811241,1.341724219,6.763316901,1.978112685,7113097.246,2.01808772,0.522012098,0.509651261,0.360286904,0.09284404,55.551782,16.71446237,0.103950583,0.888898709,0.736247387,0.772105812,0.207532138,2.972803395,0.05099149,0.713713467,9.046302803,0.144669257,0.901767808,0.8860202,48.68536299,32.6675254,0.892104313,0.857092764,0.037737654,0.535487223,9.023227004,0.54362756,1.484512875,1.071484967,21.44285566
4307,334.9639046,65.19898237,10533588.18,0.127424076,0.647527739,0.730354028,2.904265717,1.988996451,6963920.786,2.131796731,0.459082378,2.78009395,0.306422923,0.062775452,47.34615001,17.12877536,0.055418372,0.973496202,0.65143531,0.641094173,0.556876523,6.267538124,0.040022841,1.111475315,6.866900867,0.666596382,0.813036054,0.891070835,67.78336727,41.03466897,0.83995675,0.896427129,0.042787991,0.51290922,8.517331047,1.138251874,3.461003125,0.645115497,25.80956918
4308,310.5524511,50.71670367,13836496.86,0.102622199,0.509127592,0.84270151,5.851116133,0.560104098,6434646.417,2.699974136,0.19574825,3.044518681,0.331488791,0.006025223,20.76556581,20.30058278,0.073663318,0.97637224,0.398481539,0.645634202,0.276479402,5.229187905,0.02359761,0.441391341,9.490055278,0.380953512,0.827956714,0.861350461,69.35822658,34.7920677,0.818868525,0.875643657,0.036234684,0.2618522,7.837528242,0.690495947,4.590410963,1.446044896,30.46760083
4309,302.118901,95.94189056,12896028.82,0.120999956,0.590153648,1.208727939,9.318104751,2.253403844,6974631.568,1.252394912,0.57790047,0.69075098,0.287309456,0.024239445,53.08604977,6.227808098,0.116107631,0.894674043,0.731001235,0.414811559,0.218122426,4.196456968,0.05570874,0.578259251,6.429570928,0.348789983,0.807568199,0.841019965,59.46310002,31.36584559,0.861661458,0.886533282,0.023433491,0.464087392,8.234536178,0.533504453,2.552093248,0.862970149,21.68093683
4310,355.2825687,76.78011248,17993568.93,0.091493893,0.698529072,0.861263531,4.813499673,1.608585814,6425626.932,2.326280881,0.369670321,2.531600989,0.31878771,0.032670348,41.4743262,19.69718015,0.138121149,0.978569031,0.926176736,0.851701254,0.117438906,7.818267114,0.012406802,0.928373315,6.395309777,0.878173526,0.906654122,0.849054778,56.79548877,30.8863699,0.894157838,0.861133058,0.01621417,0.412149922,8.603647537,0.732116635,4.569030721,1.216360779,17.62436944
4311,327.1612717,79.75493001,18092045.14,0.174387104,0.534028448,0.802104065,5.484183166,2.321174408,7444269.94,3.747503136,0.261816182,1.775040469,0.34370998,0.033721497,38.03558981,14.25322644,0.131184023,0.863438299,0.737253886,0.863257292,0.549579669,7.801449803,0.04863194,0.518498124,1.275433706,0.401565129,0.818315375,0.801301965,63.43306448,33.77387423,0.892935329,0.804848449,0.033947702,0.263302645,8.125241928,0.942895569,4.025388743,0.698694703,38.92693525
4312,332.4542558,55.14375182,17126942.6,0.100891748,0.744168998,1.395294181,5.821999792,2.233911949,7700165.877,2.161524766,0.327623151,1.927569695,0.289907998,0.079407308,52.704853,22.85125644,0.052637644,0.972801125,0.790121256,0.423218795,0.677207972,3.49029991,0.012475941,0.958168444,1.08044625,0.595243591,0.876647564,0.861876369,63.12822695,30.14620746,0.86741691,0.894489239,0.016271391,0.212746723,7.281488091,0.850970292,1.284823379,0.848333927,19.76535837
4313,333.619464,58.18107379,10529321.33,0.160349895,0.712233848,1.420476094,9.705294285,2.455060175,7277174.188,3.725482468,0.312321438,2.768162143,0.323962449,0.076379244,20.06599773,18.42195722,0.091938363,0.831478583,0.67421863,0.682428267,0.074688374,4.536913528,0.038397053,0.800825876,7.623205354,0.537126596,0.848509508,0.884813119,61.80275739,32.92077534,0.820650027,0.835429282,0.039836587,0.299178919,9.708662317,0.560988199,2.917997082,0.778245317,28.97996755
4314,335.5588516,71.68025681,18605423.57,0.13123121,0.635728055,1.373134323,5.514948373,1.357728446,7837654.885,3.804484922,0.346499187,1.75882217,0.338946543,0.098930143,31.6887383,9.834711983,0.139162984,0.878389108,0.512341306,0.679592122,0.322181497,6.871890782,0.049203192,0.63594751,10.72774271,0.477924907,0.82646528,0.86266357,67.77900854,39.31634355,0.884204258,0.843704583,0.034925088,0.521032942,8.572889737,0.454715766,4.432563811,0.600440127,33.49152209
4315,342.4644899,52.16993895,12430369.15,0.118707662,0.560624391,1.314327447,8.221799337,2.624708785,7760230.87,3.811178569,0.339303413,3.006173827,0.362961288,0.087939787,32.95966023,22.74164024,0.069584525,0.827103682,0.81080921,0.582569335,0.396457985,6.408369026,0.013376998,0.786508847,10.05351142,0.280586391,0.936427173,0.856930621,65.65648464,30.0826924,0.897685437,0.890620926,0.017177569,0.581116083,10.68812042,1.029670434,4.107300083,1.587016418,29.54487252
4316,358.2161155,75.52010398,19625709.62,0.092086364,0.762426054,1.240385835,5.405736167,0.95504102,7028424.805,1.064690127,0.292411859,2.648984743,0.358917866,0.073808829,20.9559363,9.352872814,0.090142382,0.85059171,0.530941979,0.640563656,0.607211105,5.25582523,0.060813057,0.854442557,11.74824348,0.262810601,0.804987901,0.870308911,52.60457137,32.46981558,0.851224097,0.825795908,0.039850442,0.574908041,8.922650502,0.792761455,4.194632503,0.664721669,33.11775189
4317,303.9653516,58.44057674,10958269.62,0.122505895,0.605218455,1.375414188,10.15316156,2.635958969,7338583.67,1.646157788,0.395720324,0.767868505,0.36261007,0.061399508,25.26003684,14.31073987,0.075734161,0.996431456,0.217037043,0.709771296,0.196209426,5.242409757,0.067197644,0.938446535,7.800577161,0.312568265,0.883009776,0.834230987,55.89862534,30.91354393,0.895586886,0.837250595,0.031598285,0.458480679,9.61387157,0.593559892,2.890708129,1.688118375,26.94474091
4318,337.9139841,72.24077411,23083630.12,0.116963468,0.715682702,1.255184277,10.59576507,1.112415756,7462940.031,1.402162903,0.388907883,3.655719381,0.333861633,0.086550963,26.42374931,23.05143212,0.07155561,0.877984016,0.359062833,0.863191879,0.666336734,6.802781365,0.029247432,0.693171708,2.855455779,0.662880357,0.905052661,0.832355918,69.00501783,40.97497182,0.880741056,0.802712759,0.020897331,0.205451649,7.986093161,0.801819319,1.537740552,1.658887863,29.36842737
4319,309.1912089,59.30009321,10016123.66,0.099192472,0.620160825,1.414353076,8.562867285,2.064307707,8175773.567,2.740094192,0.245831304,3.680500061,0.313175171,0.082944276,45.17583823,21.00940053,0.103692898,0.813839759,0.280820841,0.625201416,0.653678517,4.676708117,0.051452555,0.41895951,11.34144382,0.871911769,0.871136018,0.895846619,71.08829499,36.13295128,0.800827007,0.877653666,0.043594916,0.3068387,8.329331392,0.881581653,4.052759659,0.873884183,43.68317717
4320,303.7441489,72.75874836,16380952.95,0.106774021,0.730892571,1.040210042,3.248113301,1.676425093,8172585.475,2.511879124,0.525136274,2.956596036,0.345316156,0.018354639,30.91169408,7.279773392,0.100413536,0.988505584,0.572134451,0.478645477,0.18587126,7.978509717,0.016490474,0.703395731,4.887851103,0.631391781,0.893332757,0.828168044,48.1925757,32.95859934,0.826372203,0.868213259,0.039638475,0.44012065,9.27984448,0.881296864,3.845985853,0.75957519,22.97193449
4321,332.4609074,59.66712706,11306673.65,0.089017303,0.650708148,1.144264765,10.26642775,2.862530751,8047388.827,2.710864933,0.320234292,1.995843793,0.35199891,0.009872427,41.00618682,12.67020412,0.079568303,0.917988787,0.522802406,0.810102058,0.118722295,7.039096822,0.014931828,0.609031025,11.46486998,0.710095728,0.926151859,0.827274743,52.53528982,35.80890685,0.825591495,0.81048516,0.023509504,0.220247076,10.6576855,0.898090233,4.604636217,1.447495038,24.72460271
4322,348.2335686,78.40662603,11285311.45,0.089114305,0.505223464,1.424283723,7.028261865,0.92361076,7989817.034,2.339649352,0.27404445,0.788459371,0.293441634,0.077592566,24.58275856,6.7366394,0.118029286,0.887650662,0.76767018,0.838583886,0.317896875,7.482783377,0.065866154,0.686097919,7.422894278,0.47012462,0.92418519,0.86995095,49.89056658,40.70704388,0.884703504,0.845284246,0.022621106,0.499793164,10.67096453,0.433365481,2.657840957,0.630296333,26.41765391
4323,330.0613379,59.22390248,26465812.97,0.109073468,0.568353995,1.012850041,7.269308987,2.594957203,6389032.373,1.314065773,0.372056982,3.011104362,0.299323669,0.01427762,40.59571079,13.71062654,0.125045334,0.874756586,0.628973464,0.868468528,0.291666322,5.500990362,0.038136679,1.103770801,7.544032496,0.122115192,0.853709108,0.887410571,48.24881603,39.34812198,0.878242596,0.855135676,0.027226555,0.365182889,9.732963503,1.09171306,3.817062228,0.786298066,25.04237501
4324,326.6351701,66.8713808,10083152.84,0.103098853,0.726325864,1.238918864,3.04924391,0.899387584,7960344.609,1.296408642,0.364677169,0.997157337,0.321370135,0.033044013,27.97596735,19.93632491,0.095523757,0.98050857,0.509190658,0.527676259,0.387617233,4.92072836,0.018652086,0.920776886,2.761018062,0.604519094,0.881476873,0.833272138,53.41371262,31.50848596,0.816976931,0.850762447,0.038303008,0.500802836,10.54882352,1.001195538,4.799548526,0.912929237,22.21446974
4325,314.485627,92.47805784,25637370.9,0.152464139,0.58914527,0.742123847,8.413258788,0.914592705,8058542.383,3.406931469,0.379441079,0.98384866,0.281817248,0.014525661,22.11528764,15.99650086,0.096255878,0.880615244,0.546288619,0.552241226,0.62368477,6.26538458,0.048718464,0.985130518,1.055006066,0.75877452,0.818063803,0.885262829,51.59688094,37.20588027,0.828495625,0.838011248,0.023526504,0.287594404,8.240727522,0.388860927,3.554278581,1.430575714,30.68788614
4326,324.4558412,70.71740238,12727292.06,0.156973504,0.592106706,0.773257988,5.898367353,0.842553205,8051443.522,2.586510813,0.207553627,3.019592134,0.30219975,0.060773925,19.22405369,13.24531786,0.116463608,0.828348217,0.544004743,0.798404866,0.147580671,5.404886447,0.047534944,0.742392199,6.651211291,0.317110382,0.827402251,0.866025709,66.13830355,30.82641814,0.860333125,0.84236816,0.023092356,0.441218159,7.816258147,0.61360876,1.984293541,1.563157453,30.94059458
4327,345.7127208,77.80130491,25223154.47,0.084001469,0.75288829,0.986684558,5.978249484,0.920280147,8036285.826,1.280245901,0.508246237,1.207783222,0.357144344,0.023084004,32.24967675,11.08576183,0.08807721,0.923201744,0.336214026,0.796729029,0.095151317,5.189002722,0.049151642,1.039286294,6.373480337,0.483304975,0.825766346,0.812338925,67.59270041,36.80569322,0.803846578,0.806703087,0.017152986,0.273099181,9.127305671,0.482085517,1.023802857,1.502784349,20.51765313
4328,362.2320599,63.81968482,20792933.81,0.083329348,0.611917669,0.86191106,11.38576443,1.647155884,6344121.471,3.11024205,0.513754999,2.764812494,0.328401616,0.031609061,32.9652814,11.53739368,0.073522345,0.94573353,0.627572427,0.730476452,0.595944021,4.477042911,0.010528145,0.657347845,9.520140524,0.10137116,0.877885188,0.800503786,71.7032907,29.77648922,0.89358391,0.845674625,0.045596047,0.257246291,9.59235723,0.774440223,1.142454404,1.427554457,24.30783299
4329,358.2809046,99.19299548,18966364.6,0.117075819,0.511052934,0.937991134,9.183078203,2.656189553,8087067.838,1.828993466,0.169424168,2.500251187,0.359254588,0.016691048,31.06057965,6.762305415,0.139907823,0.939539528,0.793374796,0.423452644,0.674603059,4.252832966,0.025275369,0.525396684,9.840439225,0.789228145,0.823143577,0.800153301,58.85086699,32.67731447,0.860528175,0.881965989,0.037804799,0.299414745,9.218006105,1.049228679,2.597013882,1.414439454,36.72924394
4330,351.8610363,81.29454062,17108945.38,0.118349201,0.749155457,0.857281783,8.131063449,0.894901376,8191177.915,1.621945186,0.31775374,1.538028627,0.288591032,0.066070694,22.89742628,19.07828481,0.131771402,0.84428578,0.264953663,0.445267303,0.606581314,3.421176062,0.05508271,1.184023776,5.620647137,0.357086854,0.838254813,0.860084438,50.18047715,29.14665797,0.804039519,0.854463309,0.015782105,0.41469297,9.230770196,1.010684475,1.588814419,0.84915138,27.88676692
4331,297.2744965,95.20410108,25854959.87,0.095641765,0.757465283,1.359687065,5.217314632,0.88287668,7471737.941,2.901204954,0.225574188,2.295641664,0.31080925,0.031100634,47.3356666,22.168485,0.099161401,0.889675174,0.233460481,0.622376137,0.49716553,7.416667189,0.031707573,0.855504144,11.09643475,0.523201773,0.823542351,0.80742375,51.05484646,37.45549412,0.86998556,0.814475427,0.041361992,0.344276177,7.860539487,0.409450089,4.62440187,1.600467295,37.99398683
4332,302.6696547,56.18187978,13013853.34,0.094626524,0.764149899,1.452091129,7.864637496,0.351664237,7482565.051,1.659378427,0.5351111,0.968396461,0.329402993,0.091567562,23.86114952,21.36742531,0.142272844,0.973860498,0.211586981,0.824138428,0.084691921,2.636354646,0.024841377,1.159105373,5.409743236,0.270889478,0.875191344,0.898298053,71.83239237,29.24106738,0.882679823,0.866323066,0.046554979,0.365742864,10.42220868,0.990634261,1.671516567,1.45549206,21.4703703
4333,312.8240342,54.86979245,26629959.89,0.121047983,0.632706931,1.266261829,3.993368978,1.765549063,7104875.838,1.501613363,0.389863934,2.178382773,0.344484393,0.079745689,23.51895427,16.05955904,0.10424181,0.939678383,0.424370886,0.74849134,0.648603525,4.529794695,0.061510073,0.434505248,2.748063434,0.465238726,0.899437498,0.804138976,70.80674521,39.87203102,0.880318385,0.86588916,0.044199767,0.362217644,9.024130305,1.05190022,3.893399055,1.145110897,30.04099773
4334,357.8950823,54.04323263,16473831.52,0.104301181,0.742672896,0.717076236,11.25561895,1.376847187,7761876.76,2.872227389,0.217408185,1.829358608,0.351186468,0.010384334,37.29118418,16.74637898,0.090449809,0.9224219,0.332463751,0.445651058,0.34372528,2.245993032,0.020195674,0.611182316,2.620547345,0.495778515,0.920765271,0.814925152,50.99707228,29.8958275,0.820244126,0.828984921,0.045886403,0.50261973,8.659986841,0.909850791,4.701707075,1.320536921,38.44642045
4335,312.6683689,94.80491595,23300638.9,0.100224579,0.649009703,0.918163871,5.428904778,2.110960756,7591281.246,2.322883305,0.437595811,2.093506355,0.336996192,0.026679492,47.86816605,20.11059635,0.134521662,0.932108746,0.826279649,0.595313152,0.408271627,2.525259722,0.046770456,0.64560787,6.043697318,0.375677757,0.867488228,0.8705661,54.57551238,35.41967042,0.898031519,0.836509186,0.018411308,0.310342719,9.608379741,1.009467192,4.210008043,1.730288751,23.66462131
4336,322.8870639,63.44616976,22706259.24,0.087344566,0.624082987,1.07857534,7.535631385,2.643475247,6951906.713,1.354431287,0.364384718,1.015893268,0.291684655,0.099043487,47.9589956,12.26213193,0.097276437,0.804480536,0.700326569,0.615730605,0.046111049,2.774896594,0.067461148,0.830810142,5.479568124,0.453619312,0.929574288,0.868110868,61.43262414,41.481366,0.819455027,0.809990778,0.021193366,0.512248645,8.655274673,0.701205319,4.408017667,1.642051181,24.2280657
4337,357.0405475,81.1314142,25185884.97,0.089181972,0.517692178,1.050904206,7.518662043,1.377209593,7587067.604,2.033206282,0.26849129,2.327895351,0.300129465,0.04885326,43.0919823,22.19969737,0.064823272,0.854832272,0.944888982,0.822114484,0.583825751,3.446311792,0.047225704,0.415104016,11.73562991,0.353444013,0.944906182,0.828441518,55.27597279,34.10474796,0.847325453,0.853706003,0.024069939,0.274236968,10.66305189,0.928020419,3.425764428,0.833160585,26.74099225
4338,311.5751259,94.97943013,15223286.09,0.129224734,0.538267531,0.991715044,10.01743781,1.587389011,7236721.494,2.221126567,0.33168105,1.153534655,0.357892512,0.085285183,23.08435257,17.35643924,0.104531326,0.998005075,0.43081254,0.496228258,0.485391204,2.049318801,0.050385737,1.198731063,10.5008484,0.292998276,0.922413732,0.821289893,65.25456423,30.99084626,0.89385351,0.817620826,0.040261108,0.289200512,8.296658534,0.45311338,4.575734445,0.779254607,27.42259822
4339,324.1044956,81.07834255,9144615.702,0.085912522,0.538167927,1.390131586,10.36827572,1.00458883,7876514.383,3.884334196,0.540856455,2.197763109,0.332924994,0.094378245,28.83812521,8.535563299,0.12791095,0.975907302,0.807001196,0.877979799,0.376073843,2.159786059,0.056285627,0.768372218,3.522425618,0.226763791,0.910826143,0.803656313,64.36251692,38.50016855,0.87750625,0.821517762,0.048153744,0.195555263,9.7469053,0.682383827,3.511858455,1.507020167,26.82751887
4340,340.5222348,97.59750061,21701056.82,0.161802733,0.696975557,1.412270613,4.108722309,0.990560995,6531046.281,1.998263135,0.291816113,3.958581656,0.342389165,0.018201899,26.17139098,13.10123787,0.140737679,0.884004267,0.471990312,0.652370059,0.290182562,2.069181951,0.025812276,0.812426802,2.099806118,0.557470832,0.861014042,0.881920489,63.22116586,37.04265181,0.831648522,0.864249095,0.041931966,0.538644132,9.290031318,0.437693481,2.063830006,1.323979219,29.28460999
