Element,Overall,,,,,,,,RCF,,,,,,,,,,,,,HDO,,,,,EHF,,,,,Cellulosic ethanol,EHF,,OP,,MP,,TEA
Feature,Operating days [days],Poplar feedstock price [USD/DMT],Labor cost [USD/yr],Electricity cost [USD/kWh],RN co-product credit [USD/kg],RD co-product credit [USD/kg],Hydrogen price [USD/kg],Hydrogen storage period [days],Solvolysis reactor pressure [Pa],Solvolysis reaction time [hr],Solvolysis residence time [hr],Solvolysis cleaning time [hr],Methanol cost [USD/kg],RCF solvent losses [-],RCF catalyst price [USD/kg],RCF catalyst lifetime [months],RCF catalyst loading [kg/kg-biomass],Cellulose retention [%],Xylose retention [%],Delignfication [%],Condensation extent [%],HDO reaction time [hr],HDO solvent loading [m3/kg monomer],HDO catalyst loading [kg/kg monomer],HDO catalyst lifetime [months],Dodecane cost [USD/kg],Glucose to ethanol conv. [-],Glucan to glucose conv. [-],Saccharification residence time [hr],Cofermentation residence time [hr],Xylose to ethanol conv. [-],Xylan to xylose conversion [-],Cellulase enzyme loading [wt%],Cellulase price [USD/kg],Et oac solvent to crude ratio [L/kg],Ethyl acetate price [USD/kg],Hexane solvent to pure oil ratio [kg/kg],Hexane price [USD/kg],Minimum jet selling price [USD/gal]
346,323.6231242,77.8499454,24409432.98,0.114870119,0.566000973,0.810872933,3.587881946,2.230533765,6372748.987,2.932412778,0.466821756,1.530864524,0.331405606,0.022514315,32.46033899,6.048625676,0.102258435,0.903865018,0.269747734,0.553028752,0.551145499,4.39639784,0.065478792,0.489911064,2.510100429,0.184005107,0.841806948,0.848248209,65.67736401,34.44528646,0.890773013,0.899932172,0.043922118,0.541329767,10.35663337,1.050098849,3.470699339,1.312304637,36.2053396
347,336.3146419,95.56799828,14848152.63,0.094924871,0.719355515,1.421652344,8.744164433,1.773082358,6785106.391,1.01921766,0.514650506,1.189008934,0.341531997,0.02092782,22.69473881,7.812133825,0.06995077,0.963873741,0.851731959,0.563189959,0.093464864,7.987925147,0.037215822,0.602662353,8.317347193,0.415652236,0.814984668,0.863279237,64.14729007,32.73981426,0.800581975,0.828279052,0.030111247,0.241167102,10.17366722,0.439782392,2.308873208,1.339458215,18.62962316
348,358.0592749,96.72314118,19689968.64,0.102587829,0.584023108,1.149032546,5.316790553,1.074931264,8093822.746,1.46942883,0.32897773,1.361036361,0.333344864,0.056104663,35.56789015,20.61905863,0.076656607,0.877173748,0.214917357,0.878542538,0.40205608,7.368303951,0.024004585,0.709389036,6.359001785,0.460881833,0.810923336,0.821899045,66.99380241,41.29141735,0.887047123,0.819342049,0.037346013,0.381117293,8.059917812,0.498201805,4.405914005,0.692837005,24.78146931
349,337.0514318,95.0349565,10983673.23,0.098255123,0.694847609,1.008285843,5.143502051,0.665304985,6508433.52,2.670002654,0.302981786,3.202137476,0.334346007,0.020190014,37.06773124,11.14526513,0.071401953,0.99926143,0.439842355,0.434277546,0.121900021,6.542612427,0.041526501,1.119761173,4.493094636,0.261686945,0.924222412,0.858785178,68.97152431,36.88344571,0.847301912,0.881514218,0.01119633,0.345217258,8.308221009,0.971408484,3.818046522,1.016592852,23.58166199
350,359.4925953,53.55262748,24801435.49,0.085939922,0.710849215,0.637721358,5.570779483,2.539431781,7583999.206,2.735094195,0.400258554,2.010250045,0.338433818,0.055560085,22.32854515,16.76796161,0.060337417,0.938857522,0.579942368,0.444859917,0.54889294,3.75506949,0.052598116,0.486145493,5.72459679,0.832977515,0.901337834,0.878707264,59.86173187,39.51713983,0.854608613,0.876802907,0.010676323,0.352126428,7.489463152,0.875282818,4.758963034,1.246454774,22.40885262
351,313.6868609,80.61054616,20422801.33,0.126741244,0.654546208,1.188338019,11.04346469,0.318479857,6517774.73,3.433515856,0.343412391,1.23626276,0.352123463,0.030044342,53.7860242,11.77565682,0.105034662,0.841598743,0.933897085,0.499724385,0.222273575,4.159409853,0.060862761,0.935754262,9.557592146,0.123028381,0.853465624,0.896554282,52.72354093,41.23993554,0.893284758,0.852126034,0.033551858,0.343135444,8.118987214,1.100295827,4.490401013,1.587819092,29.84312065
352,341.9203339,70.91453591,15021100.5,0.099244098,0.658485896,0.637191867,8.160774692,0.420826587,7108099.377,2.716157443,0.192649562,0.594354217,0.364202812,0.059663619,41.62687203,16.9780545,0.14249533,0.865844735,0.613973617,0.605424337,0.396692397,4.93784586,0.06989935,1.029811257,3.66723908,0.836501542,0.884814826,0.842743252,48.19944354,29.23009942,0.871650439,0.862402984,0.031460736,0.359046767,7.585368636,0.927155936,3.231935152,0.867197957,38.64967842
353,303.6629586,68.516278,13382587.4,0.114617146,0.511703845,1.321892663,5.038283708,1.544261927,6343576.848,1.598522382,0.451880891,0.771295364,0.328352588,0.048761987,55.16195495,8.433610634,0.116676351,0.884053504,0.425520845,0.847524013,0.293831544,5.825905181,0.04056258,0.507565435,1.327782013,0.578867515,0.82920705,0.893858645,58.87283193,35.98230326,0.890133603,0.880309926,0.03063235,0.442842679,10.12902373,0.851817979,3.021671463,1.635444478,25.866516
354,338.1757769,63.87578371,23816210.92,0.127565568,0.613740858,0.707427793,9.876502279,2.482189026,7110141.914,2.62155769,0.322591551,3.283886676,0.361555893,0.059065409,20.36299196,10.39603245,0.110456094,0.944195743,0.425438765,0.413375881,0.638736739,6.396267672,0.033191607,1.036795023,8.296339655,0.279369379,0.855725674,0.80076289,55.27005442,41.53701566,0.846335725,0.899043446,0.046912357,0.213947815,9.23580041,0.959785487,2.047142271,1.011318267,34.66832783
355,348.0706527,69.01957216,24396955.97,0.083929882,0.741378046,1.071860233,8.642292491,2.673925817,6645130.82,2.721563912,0.356128937,2.538859311,0.340560958,0.046485041,33.36574052,10.68993674,0.101769354,0.9666528,0.805125318,0.423082993,0.446248811,7.589590075,0.053013692,1.044515693,9.6580066,0.6152337,0.811440037,0.821744197,55.09851537,32.52284059,0.88449358,0.80990257,0.012065197,0.291709647,7.92446879,1.144606712,2.713785295,1.310667667,26.22083975
356,354.8041393,80.20854407,15155246.12,0.118746096,0.511271953,0.843929552,4.018104429,2.431839873,7659017.653,2.63931735,0.316830233,2.805793854,0.34236482,0.031681426,20.5461051,14.0186825,0.074694715,0.940481402,0.41151273,0.536188163,0.10776127,7.02707517,0.038191249,0.487875336,4.924385723,0.894863785,0.916629668,0.842279671,49.83512127,31.71627597,0.844673102,0.821210003,0.021921014,0.212929365,8.318965648,0.968068723,2.382405671,1.534252185,25.46740505
357,345.9461424,71.97641251,12397006.24,0.086254115,0.627634685,0.809043273,10.92385085,2.304880765,6417310.483,3.064050681,0.316405566,3.273944602,0.333538101,0.010764102,26.29626618,19.18794509,0.08399857,0.83136551,0.401329891,0.431828601,0.220744719,7.190492602,0.044749722,0.461192853,1.80669874,0.191846084,0.9200624,0.86985578,70.62933724,40.68550484,0.851978778,0.802836213,0.02658266,0.543654728,9.336008921,0.897153597,3.135682985,0.958396245,32.6304618
358,310.5761661,75.04932821,15360274.82,0.088348184,0.696442881,0.671829812,9.261929075,2.786996511,6702115.711,1.930323618,0.371975474,2.316532851,0.315670729,0.07585548,36.3723083,17.51297913,0.079953038,0.860586819,0.202273834,0.68756721,0.699568336,7.130277745,0.039823101,0.751670583,1.498956528,0.295376163,0.925847472,0.874026466,59.50228047,39.28978318,0.850968268,0.864995581,0.029551151,0.471691697,10.63212162,0.911912446,1.588170389,1.227080533,32.88233565
359,356.321565,95.93776294,18668899.42,0.129545803,0.521973073,1.391379923,10.66269372,0.422605756,7722040.654,3.995140411,0.402008852,1.934622138,0.335476423,0.063850693,43.55384755,10.12687117,0.064661486,0.87058108,0.300008751,0.775640786,0.479909555,2.974447618,0.055040096,1.020068351,2.650288675,0.521701858,0.88846655,0.888330622,66.10522657,34.83033872,0.868225614,0.84295244,0.047118817,0.470777932,10.76828352,1.116476625,4.404604367,1.434510259,41.4927679
360,318.9576566,67.48128383,20635353.96,0.13419286,0.598123854,0.852221026,10.80662875,1.229996728,6375481.263,2.747168596,0.348860674,2.333223045,0.330325375,0.008051442,31.73581197,22.60871241,0.118260433,0.889360508,0.647716355,0.670835746,0.171947405,5.049022676,0.02955459,1.005429117,3.185178606,0.765188524,0.884717425,0.896032568,59.62705734,34.67871761,0.891145757,0.828747282,0.043840376,0.255677149,10.22096192,1.026220871,3.506680834,1.659649457,27.89324485
361,299.058183,59.29747455,9496183.683,0.127890657,0.534578994,1.327225987,8.06839032,1.249930777,6563445.992,2.504950058,0.436776629,2.196459885,0.342215978,0.011299414,46.64161948,9.685190194,0.08511631,0.847523802,0.611850606,0.893888553,0.346054886,2.870383095,0.06840913,0.671064284,2.614365465,0.637571837,0.829968219,0.878564017,67.55025008,34.69182476,0.849805488,0.827478164,0.011124329,0.34221153,9.605892789,0.670968735,3.258284539,1.372270222,26.99424254
362,348.9297951,88.7637937,21190829.23,0.102232455,0.578211407,0.761500659,6.389493228,2.72717705,7695292.767,1.60737348,0.347912118,0.890867998,0.307068575,0.026157003,23.26483285,17.11045814,0.068106971,0.975510693,0.657781307,0.770282322,0.358497055,5.287103018,0.027292336,0.704607468,5.954324347,0.133214393,0.861584342,0.812586314,56.18568269,35.22652925,0.856830057,0.889722297,0.036023161,0.284090371,9.258667977,0.506480809,2.398816175,1.746893223,20.74601899
363,306.1916258,80.0982348,14696253.58,0.112253613,0.691084856,0.794363265,5.503585401,2.670431603,6545904.743,3.88575443,0.32555952,2.942641935,0.338990456,0.098237138,29.70383428,23.37747518,0.080991552,0.852274481,0.850282979,0.613521776,0.35216064,6.809263593,0.039836752,0.965381461,10.03818782,0.341573703,0.938521499,0.86278499,68.53033914,29.22755399,0.879952445,0.835238371,0.04613953,0.254538948,10.35974074,0.570398647,3.691796128,0.97055958,29.78995089
364,355.6459248,94.60316313,23535725.36,0.08293796,0.664323876,0.970579668,5.72423691,0.798303306,6445710.513,2.021677792,0.430380917,2.877951294,0.316091303,0.059918376,27.11593966,13.29262485,0.101112853,0.821976803,0.218893155,0.503006186,0.615253009,4.77201533,0.064032424,0.688447639,2.602618396,0.490850923,0.89555118,0.892945728,69.60182213,35.10936302,0.839223293,0.833022109,0.017087833,0.233620846,9.545862142,0.954140973,1.708217122,0.991772797,28.85000379
365,307.0048728,91.41494546,22462528.94,0.104003422,0.60508655,1.407116895,3.15940294,0.468867831,7313098.914,1.807107783,0.474943907,2.494894364,0.326777227,0.085809047,50.7632416,23.56025252,0.10211823,0.952871214,0.474650355,0.837075604,0.640214856,3.501770892,0.060037134,0.996690662,7.849547877,0.652322212,0.872301086,0.877019277,56.44858581,32.35193048,0.806986637,0.809553473,0.04267769,0.539572202,8.78733886,1.078371056,4.135569747,0.978939794,30.56803494
366,342.8362011,94.33485402,25424519.86,0.130975151,0.663902345,1.169819766,6.969683869,1.333855259,6656484.216,2.624529606,0.467794334,2.881561394,0.323870789,0.070264354,50.78990153,17.46290992,0.083555586,0.831074366,0.834434578,0.545153911,0.485715624,4.211445277,0.034497551,0.56230434,8.835610102,0.780839599,0.849414886,0.840350434,58.46948088,32.97632969,0.821217466,0.826504445,0.011347589,0.578101182,9.784277467,1.152426876,4.667513857,1.641668552,28.52597085
367,300.5835738,81.19129515,10294624.19,0.130184459,0.729749874,1.106595608,8.734251159,1.051390356,6764881.664,1.262648202,0.358386157,1.339493531,0.363374668,0.070668714,54.67230994,9.113656231,0.147121417,0.802975276,0.55115299,0.432648883,0.243971698,5.038222305,0.041639663,1.07548005,7.020313083,0.807788603,0.894138843,0.830540852,66.46181418,38.24944077,0.812760646,0.855491171,0.011574039,0.405118302,7.655721818,0.609677771,1.94545338,0.970021173,22.41865969
368,352.262772,91.70417977,23276810.81,0.119070097,0.70424024,1.347218678,4.384853205,0.645569831,8062812.904,2.655294263,0.252194067,2.668620523,0.342561805,0.03595363,44.959223,16.41578011,0.115794475,0.895424566,0.227234301,0.787128367,0.618713389,3.030116737,0.056316145,0.980882616,8.355277902,0.596499235,0.817357898,0.809598709,68.87925925,37.00395234,0.831338825,0.872905232,0.025829713,0.56035627,10.60666467,1.151248355,3.938487185,1.338338897,42.96656441
369,319.4138679,65.36282669,19584685.3,0.083133041,0.715614411,1.128064197,9.499481128,2.557375797,6966699.261,3.704227743,0.46926412,0.579245203,0.333387994,0.075262081,55.30798194,22.19444775,0.130377612,0.979904139,0.449110578,0.595116879,0.498394071,7.454586581,0.061202495,0.835301098,3.505942944,0.146146567,0.806553216,0.842252521,68.19235347,40.0904789,0.834154448,0.897295063,0.045438317,0.533458199,7.633161527,0.431710083,1.551504217,0.836198869,33.69448131
370,301.4659053,87.57654783,9818324.035,0.121792569,0.524113246,1.163952253,3.024009805,2.190418265,7173278.855,2.728701048,0.383837602,0.516455541,0.368363704,0.053155566,47.53396518,8.891488644,0.057837525,0.917544354,0.668201713,0.655065276,0.072355009,7.579027222,0.031743874,0.698134434,2.485463154,0.885480988,0.897556263,0.848460325,68.34092088,37.21912237,0.824366655,0.836581505,0.010974503,0.389416606,7.851443905,0.50634122,3.924175041,0.813473122,22.2574248
371,355.7676023,78.84080258,12271789.57,0.124230523,0.593517574,0.880287543,5.844715086,0.442708238,7041387.216,1.825404121,0.181780339,1.363186254,0.335495478,0.066652382,44.2897005,13.59051156,0.075719937,0.99492888,0.923692924,0.637991391,0.635840392,6.938353006,0.010203113,1.163557556,9.423031078,0.309942111,0.91768244,0.837798791,64.99955605,29.78250614,0.82925338,0.863924188,0.042462025,0.524425321,10.03024127,1.14621218,3.215532837,0.775556898,27.76954728
372,356.4666858,74.40918127,25020273.94,0.107480569,0.669743733,0.90968456,9.930826553,1.851620807,7015608.227,2.620135819,0.424889018,1.046362458,0.367966763,0.024964489,22.69923281,9.069896114,0.066479111,0.958267581,0.80242992,0.835169316,0.374886315,7.230915566,0.025868916,0.704133336,5.334081213,0.662555946,0.905413347,0.825092524,71.28239488,40.82462641,0.804571465,0.867012777,0.010942494,0.572112009,10.65272676,0.422583507,4.439946349,1.195278684,23.13145308
373,297.5464246,74.92187985,13434382.67,0.085988899,0.740513876,0.874258367,3.246746804,1.000974586,6840460.757,3.127541888,0.339509715,2.937000362,0.326733999,0.0900418,22.52269059,18.94563196,0.109119167,0.956482436,0.514480027,0.42331204,0.679422493,3.430706058,0.053304318,0.82692569,8.568420276,0.873700967,0.828656444,0.871811996,55.35448611,29.90934765,0.819758437,0.876990241,0.027605413,0.230969112,9.362439365,0.990512831,3.865552284,0.967437135,30.78647447
374,343.328086,53.68417365,10245027.42,0.106845712,0.50975085,1.189085561,8.331530185,1.659948431,6850604.099,3.0521918,0.431795392,1.276259926,0.387513116,0.028774033,24.20195744,13.91363871,0.148205267,0.855554877,0.81355466,0.421622466,0.522093146,7.572899978,0.050889154,1.013701373,3.074776428,0.788189098,0.820117113,0.847029391,62.86564371,34.71821831,0.836079917,0.810517771,0.035648262,0.528705129,10.74796024,0.9520477,2.112245129,1.373218576,31.49426497
375,332.1363684,95.0021415,24833682.94,0.144627464,0.618926381,1.056904261,9.543051269,0.866271824,8065441.878,1.136525168,0.329324224,1.098889304,0.281753381,0.006141318,52.82482488,15.59843235,0.090579375,0.881897787,0.784785405,0.879941168,0.497293218,3.462046359,0.059539912,1.198538822,1.950706103,0.515844508,0.812264818,0.847019719,68.62438701,40.99002668,0.829070865,0.887031892,0.020294524,0.324272898,7.752354317,0.937956745,4.696391894,1.194587991,26.80523099
376,297.7964548,71.12831932,24849711.78,0.102179751,0.661775156,1.283534964,4.787923988,1.298014652,7748338.757,3.802821488,0.35410657,1.988220378,0.331035674,0.076419478,45.1448825,18.87333883,0.117776771,0.865327719,0.244193748,0.834230039,0.060979669,3.169600225,0.031261982,1.117701102,8.844384068,0.287604504,0.85191826,0.897435289,62.39817424,38.95698168,0.847512126,0.892205065,0.021357667,0.392509476,7.550625814,1.008304625,4.155986894,1.331791719,29.15705301
377,327.2268101,76.3794221,10785429.53,0.097514417,0.636163293,0.665101161,10.31999388,1.706099725,7947493.506,1.716843109,0.445457598,1.492326782,0.324796256,0.020810017,54.96741182,14.03106049,0.134059471,0.868711517,0.917384138,0.588470721,0.097604197,5.808031047,0.030803179,0.535813555,3.118009911,0.334743847,0.898180756,0.806343471,54.52304417,31.72052215,0.895198345,0.811987548,0.01468314,0.337926214,8.965180005,0.395200531,4.474276009,1.315102165,19.1754028
378,351.3478463,96.74989856,17609951.65,0.135579465,0.74844642,0.830223814,4.555005907,0.669897767,7691230.866,1.207096696,0.538940206,2.993555165,0.317003247,0.005900576,53.80753039,23.57130358,0.124880608,0.804535793,0.782937742,0.639969027,0.088833457,6.212064796,0.060536472,0.88587753,11.27559218,0.820122166,0.887364466,0.825789526,59.63484865,31.59593158,0.880840048,0.845384927,0.045721371,0.211544722,8.647892482,1.003707359,2.623242044,0.914602794,24.83536952
379,311.8833796,85.38666456,22637356.82,0.117014988,0.525464977,1.324888831,9.351266246,0.423186136,6534169.907,3.674802121,0.556104658,2.964177573,0.334179104,0.037074117,31.25143734,19.63966038,0.104466526,0.840874757,0.652769014,0.411491154,0.700340187,7.966215137,0.067343609,0.724571567,8.098972276,0.590984391,0.817851447,0.84660109,50.02665041,39.60083762,0.845023916,0.820356035,0.030805085,0.422210989,7.989010412,1.156906739,2.999708962,0.681454326,32.86014747
380,299.6010485,85.96772153,24976921.38,0.105964489,0.717428718,0.76979141,10.2294732,1.315937015,8251161.699,2.990834879,0.313736507,1.679143702,0.284431235,0.074138318,24.07729628,22.17770522,0.148288485,0.994969489,0.703385548,0.496961207,0.209968083,7.870436437,0.019013995,0.759801365,9.488155689,0.82447439,0.848204515,0.861280802,59.24526575,35.28350377,0.827211963,0.865622261,0.040300203,0.257104653,9.324779627,0.552180796,2.263066094,1.662723881,27.75242307
381,353.3093511,63.02021972,10617249.35,0.088359148,0.584940549,1.426414267,2.937245794,2.668227578,6411655.566,3.731605852,0.259793627,1.865525345,0.300498759,0.017491411,42.98837476,11.29600586,0.074489693,0.847496018,0.791450733,0.609077468,0.653066209,5.919740802,0.040900509,0.616883526,2.020267513,0.57423621,0.937960077,0.832398749,57.52736884,38.54722479,0.892441462,0.895858007,0.036550348,0.33265945,7.405872188,0.997419939,4.368466035,1.741012783,33.01727309
382,297.6340092,78.02361489,24997961.69,0.097794286,0.725611487,1.231078944,11.50209505,2.676048018,6872677.606,3.165351115,0.293572567,2.342747608,0.310322728,0.053780836,23.50301081,15.25771018,0.086989933,0.968239512,0.212332411,0.88617178,0.501151672,4.577942658,0.013728829,0.597776375,1.635323107,0.657313544,0.911190182,0.840839715,48.46646634,37.2700673,0.894830164,0.815402441,0.033716576,0.462973184,7.969867571,1.08261298,2.124636582,1.479957407,34.42577919
383,334.588805,52.0957038,11430182.08,0.122554878,0.594994651,1.402233694,7.895541758,0.550399345,8230163.132,1.725631155,0.235325379,3.718115118,0.339366081,0.015369204,27.50378327,17.22212816,0.077834773,0.80080318,0.775641887,0.688922277,0.081175035,7.494362665,0.019277368,0.653514864,7.25533955,0.789307996,0.804674086,0.878057486,56.20948931,41.61054084,0.803251259,0.853800569,0.03603872,0.35036216,8.646200084,0.614176502,3.841895494,1.124571348,27.68837615
384,323.0231221,82.87543429,20181037.49,0.107219296,0.569080531,0.871875703,9.450581888,2.067511368,6893382.809,3.021047907,0.53352525,2.833316482,0.285322724,0.050119897,32.95366832,11.99218298,0.054411554,0.907433617,0.270882003,0.548766656,0.398217289,3.21645809,0.036171072,0.860334132,1.176526003,0.784286171,0.945245583,0.849871982,53.47924665,31.0180907,0.803349315,0.877365272,0.021415758,0.214127342,10.84020288,0.966558278,2.073691102,1.107543881,27.38464824
385,319.7379226,65.79073805,16825493.88,0.147533797,0.565524909,1.136571281,10.55258354,1.964721937,6941950.296,1.253197858,0.483143863,3.87382591,0.299488261,0.053799599,44.76874923,18.09487719,0.121342403,0.851197089,0.26907312,0.814735067,0.635674123,2.064912798,0.031404944,0.538965856,3.597311593,0.655084813,0.814904175,0.862103167,59.08649833,41.81432079,0.82233402,0.813234233,0.027923831,0.227931447,10.27801008,0.701323078,2.455197979,1.494057928,29.93111283
386,360.413034,98.20610244,25889447.83,0.10098773,0.741221532,0.664269008,8.198126605,0.591127108,7353216.409,2.004261939,0.264335359,2.590675244,0.292214374,0.059994432,49.00961632,8.757352701,0.093209336,0.815546344,0.974895045,0.501276728,0.539015232,7.353378789,0.058927353,0.423891592,3.392002803,0.597056949,0.913129052,0.843680599,63.44903164,41.9878074,0.874559133,0.824819903,0.046842886,0.225945077,10.05925151,0.942109192,1.637377218,0.998595742,30.07291263
